inventory_id,prod_id,qty,color,size,weight,retail,cost_price
21354,2954,0,pink,medium,1,0,0
8078,1374,0,red,large,0,0,0
8086,1375,0,wine,medium,0,0,0
8022,1369,0,black,small,0,0,0
8083,1375,0,ivory,medium,0,0,0
8077,1374,0,red,medium,0,0,0
8029,1369,0,purple,medium,0,0,0
8117,1379,0,grey,large,0,0,0
8104,1378,0,green,medium,0,0,0
8034,1369,0,teal,small,0,0,0
8106,1378,0,rust,small,0,0,0
8122,1380,0,rust,medium,0,0,0
8079,1374,0,olive,small,0,0,0
8113,1379,0,rust,medium,0,0,0
8036,1369,0,teal,large,0,0,0
8096,1377,0,"",8,0,0,0
8044,1370,0,olive,medium,0,0,0
8115,1379,0,grey,small,0,0,0
8082,1375,0,ivory,small,0,0,0
8057,1371,0,brick,S/M,0,0,0
8111,1379,0,teal,large,0,0,0
8089,1376,0,black,M/L,0,0,0
8085,1375,0,wine,small,0,0,0
8098,1377,0,"",9,0,0,0
8102,1378,0,grey,large,0,0,0
8041,1370,0,black,medium,0,0,0
8097,1377,0,"",8.5,0,0,0
8091,1376,0,olive,M/L,0,0,0
8076,1374,0,red,small,0,0,0
8103,1378,0,green,small,0,0,0
8056,1371,0,black,M/L,0,0,0
8055,1371,0,black,S/M,0,0,0
8105,1378,0,green,large,0,0,0
8074,1374,0,black,medium,0,0,0
8031,1369,0,olive,small,0,0,0
8116,1379,0,grey,medium,0,0,0
8101,1378,0,grey,medium,0,0,0
8051,1372,0,tan,large,0,0,0
8066,1373,0,navy,M/L,0,0,0
8073,1374,0,black,small,0,0,0
8040,1370,0,black,small,0,0,0
8110,1379,0,teal,medium,0,0,0
8061,1371,0,tan,S/M,0,0,0
8054,1372,0,red,large,0,0,0
8048,1372,0,blue,large,0,0,0
8093,1377,0,"",6.5,0,0,0
8109,1379,0,teal,small,0,0,0
8032,1369,0,olive,medium,0,0,0
8138,1382,0,red,large,0,0,0
8199,1391,0,late,small,0,0,0
8182,1388,0,red,medium,0,0,0
8136,1382,0,red,small,0,0,0
8204,1391,0,jesus,large,0,0,0
8206,1391,0,nap,medium,0,0,0
8180,1388,0,blue,large,0,0,0
8140,1383,0,blue,medium,0,0,0
8149,1384,0,mustard,medium,0,0,0
8143,1383,0,rust,medium,0,0,0
8197,1390,0,blessed,medium,0,0,0
8130,1381,0,red,small,0,0,0
8209,1392,1,"",9/10,0,0,0
8128,1381,0,black,medium,0,0,0
8196,1390,0,blessed,small,0,0,0
8172,1388,0,black,small,0,0,0
8164,1386,0,purple,medium,0,0,0
8183,1388,0,red,large,0,0,0
8132,1381,0,red,large,0,0,0
8131,1381,0,red,medium,0,0,0
8133,1382,0,black,small,0,0,0
8181,1388,0,red,small,0,0,0
8137,1382,0,red,medium,0,0,0
8175,1388,0,orange,small,0,0,0
8171,1387,0,green,large,0,0,0
8214,1393,-1,"",11/12,0,0,0
8210,1392,0,"",11/12,0,0,0
8194,1390,0,happy,medium,0,0,0
8192,1389,0,deer,large,0,0,0
8176,1388,0,orange,medium,0,0,0
8193,1390,0,happy,small,0,0,0
8124,1380,0,blue,small,0,0,0
8134,1382,0,black,medium,0,0,0
8200,1391,0,late,medium,0,0,0
8212,1393,0,"",7/8,0,0,0
8178,1388,0,blue,small,0,0,0
8165,1386,0,purple,large,0,0,0
8203,1391,0,jesus,medium,0,0,0
8147,1383,0,green,large,0,0,0
8153,1384,0,blue,large,0,0,0
8126,1380,0,blue,large,0,0,0
8202,1391,0,jesus,small,0,0,0
8163,1386,0,purple,small,0,0,0
8127,1381,0,black,small,0,0,0
8167,1387,0,blue,medium,0,0,0
8168,1387,0,blue,large,0,0,0
8151,1384,0,blue,small,0,0,0
8211,1392,1,"",13/14,0,0,0
8162,1386,0,blue,large,0,0,0
8174,1388,0,black,large,0,0,0
8139,1383,0,blue,small,0,0,0
8160,1386,0,blue,small,0,0,0
8150,1384,0,mustard,large,0,0,0
8123,1380,0,rust,large,0,0,0
8169,1387,0,green,small,0,0,0
8205,1391,0,nap,small,0,0,0
8201,1391,0,late,large,0,0,0
8207,1391,0,nap,large,0,0,0
8152,1384,0,blue,medium,0,0,0
8141,1383,0,blue,large,0,0,0
8198,1390,0,blessed,large,0,0,0
8177,1388,0,orange,large,0,0,0
8195,1390,0,happy,large,0,0,0
8144,1383,0,rust,large,0,0,0
8125,1380,0,blue,medium,0,0,0
8170,1387,0,green,medium,0,0,0
8166,1387,0,blue,small,0,0,0
8145,1383,0,green,small,0,0,0
8213,1393,0,"",9/10,0,0,0
8161,1386,0,blue,medium,0,0,0
20720,2878,0,pink,1XL,2,0,1.5
20718,2878,0,pink,large,0,0,0
20721,2878,0,pink,2XL,2,0,1.5
8135,1382,0,black,large,0,0,0
8208,1392,1,"",7/8,0,0,0
8142,1383,0,rust,small,0,0,0
8146,1383,0,green,medium,0,0,0
8179,1388,0,blue,medium,0,0,0
8173,1388,0,black,medium,0,0,0
8148,1384,0,mustard,small,0,0,0
8191,1389,0,deer,medium,0,0,0
8190,1389,0,deer,small,0,0,0
8129,1381,0,black,large,0,0,0
8189,1389,0,football,large,0,0,0
8188,1389,0,football,medium,0,0,0
8187,1389,0,football,small,0,0,0
8186,1389,0,jesus,large,0,0,0
8293,1402,0,green,small,0,0,0
8275,1400,0,black,small,0,0,0
8279,1401,0,tan,medium,0,0,0
8296,1402,0,grey,small,0,0,0
8285,1401,0,black,medium,0,0,0
8259,1399,0,rust,large,0,0,0
8230,1395,0,grey,medium,0,0,0
8274,1400,0,tan,large,0,0,0
8295,1402,0,green,large,0,0,0
8288,1402,0,teal,medium,0,0,0
22181,3055,0,berry,2xl,2,0,1.5
8254,1399,0,black,small,0,0,0
8236,1397,0,white,small,0,0,0
8316,1405,0,"",3XL,0,0,0
8280,1401,0,tan,large,0,0,0
8258,1399,0,rust,medium,0,0,0
8245,1397,0,black,small,0,0,0
8240,1397,0,grey,medium,0,0,0
8223,1394,0,black,m/l,0,0,0
8287,1402,0,teal,small,0,0,0
8234,1396,0,black,s/m,0,0,0
8227,1395,0,blue,medium,0,0,0
8315,1405,0,"",2XL,0,0,0
8273,1400,0,tan,medium,0,0,0
8238,1397,0,white,large,0,0,0
8308,1404,0,black,small,0,0,0
22179,3055,0,berry,xl,1,0,1.5
8235,1396,0,black,m/l,0,0,0
20732,2878,0,black,1XL,2,0,1.5
22180,3055,0,berry,1xl,2,0,1.5
22182,3055,0,grey,small,0,0,0
20733,2878,0,black,2XL,2,0,1.5
20726,2878,0,tan,1XL,2,0,1.5
8281,1401,0,brown,small,0,0,0
8298,1402,0,grey,large,0,0,0
8282,1401,0,brown,medium,0,0,0
8283,1401,0,brown,large,0,0,0
8297,1402,0,grey,medium,0,0,0
8242,1397,0,navy,small,0,0,0
22177,3055,0,berry,medium,1,0,0
20728,2878,0,black,small,0,0,0
8247,1397,0,black,large,0,0,0
8286,1401,0,black,large,0,0,0
8307,1404,0,blue,large,0,0,0
8291,1402,0,black,medium,0,0,0
8255,1399,0,black,medium,0,0,0
8229,1395,0,grey,small,0,0,0
8272,1400,0,tan,small,0,0,0
8239,1397,0,grey,small,0,0,0
8301,1403,0,"",large,0,0,0
8243,1397,0,navy,medium,0,0,0
8309,1404,0,black,medium,0,0,0
8244,1397,0,navy,large,0,0,0
8314,1405,0,"",XL,0,0,0
8246,1397,0,black,medium,0,0,0
8237,1397,0,white,medium,0,0,0
8290,1402,0,black,small,0,0,0
8294,1402,0,green,medium,0,0,0
8256,1399,0,black,large,0,0,0
8226,1395,0,blue,small,0,0,0
8284,1401,0,black,small,0,0,0
8228,1395,0,blue,large,0,0,0
8313,1405,0,"",large,0,0,0
20730,2878,0,black,large,0,0,0
8231,1395,0,grey,large,0,0,0
8222,1394,0,black,s/m,0,0,0
8322,1406,0,"",3xl,0,0,1
8310,1404,0,black,large,0,0,0
8312,1405,0,"",medium,0,0,0
8278,1401,0,tan,small,0,0,0
8300,1403,0,"",medium,0,0,0
8241,1397,0,grey,large,0,0,0
8299,1403,0,"",small,0,0,0
8257,1399,0,rust,small,0,0,0
20725,2878,0,tan,XL,2,0,1.5
8311,1405,0,"",small,0,0,0
8277,1400,0,black,large,0,0,0
8225,1394,0,green,m/l,0,0,0
8224,1394,0,green,s/m,0,0,0
8232,1396,0,cream,s/m,0,0,0
8276,1400,0,black,medium,0,0,0
8215,1393,0,"",13/14,0,0,0
21357,2954,0,blue,medium,1,0,0
20729,2878,0,black,medium,0,0,0
8289,1402,0,teal,large,0,0,0
20731,2878,0,black,XL,2,0,1.5
21358,2954,0,blue,large,1,0,0
8233,1396,0,cream,m/l,0,0,0
8292,1402,0,black,large,0,0,0
8306,1404,0,blue,medium,0,0,0
8403,1413,0,brown,6.5,0,0,0
21735,2995,0,black,medium,1,0,0
21732,2995,0,white,large,1,0,0
8409,1413,0,brown,10,0,0,0
8400,1413,0,red,9,0,0,0
8340,1409,0,"",large,0,0,0
8353,1412,0,yellow,small,0,0,0
8352,1412,0,black,large,0,0,0
8344,1410,0,olive,small,0,0,0
8351,1412,0,black,medium,0,0,0
8350,1412,0,black,small,0,0,0
8333,1408,0,wine,medium,0,0,0
22191,3055,0,blue,xl,1,0,1.5
8338,1409,0,"",small,0,0,0
8330,1408,0,mustard,medium,0,0,0
8354,1412,0,yellow,medium,0,0,0
8406,1413,0,brown,8,0,0,0
8346,1410,0,olive,large,0,0,0
21736,2995,0,black,large,1,0,0
21733,2995,0,white,XL,2,0,0
8326,1407,0,"",xl,0,0,2
8325,1407,0,"",large,0,0,0
8334,1408,0,wine,large,0,0,0
8355,1412,0,yellow,large,0,0,0
8324,1407,0,"",medium,0,0,0
8323,1407,0,"",small,0,0,0
8342,1410,0,rust,medium,0,0,0
8341,1410,0,rust,small,0,0,0
8331,1408,0,mustard,large,0,0,0
8348,1411,0,"",medium,0,0,0
8405,1413,0,brown,7.5,0,0,0
8336,1408,0,black,medium,0,0,0
8411,1413,0,grey,6.5,0,0,0
22185,3055,0,grey,xl,1,0,1.5
8328,1407,0,"",3xl,0,0,2
8410,1413,0,grey,6,0,0,0
8343,1410,0,rust,large,0,0,0
8356,1412,0,tan,small,0,0,0
20716,2878,0,pink,small,0,0,0
8394,1413,0,red,6,0,0,0
21353,2954,0,pink,small,0,0,0
22188,3055,0,blue,small,0,0,0
8332,1408,0,wine,small,0,0,0
22183,3055,0,grey,medium,1,0,0
22186,3055,0,grey,1xl,2,0,1.5
22187,3055,0,grey,2xl,2,0,1.5
22189,3055,0,blue,medium,1,0,0
21730,2995,0,white,small,0,0,0
21737,2995,0,black,XL,2,0,0
21731,2995,0,white,medium,1,0,0
22184,3055,0,grey,large,1,0,0
21734,2995,0,black,small,0,0,0
8329,1408,0,mustard,small,0,0,0
22192,3055,0,blue,1xl,2,0,1.5
8345,1410,0,olive,medium,0,0,0
22190,3055,0,blue,large,1,0,0
8327,1407,0,"",2xl,0,0,2
8337,1408,0,black,large,0,0,0
8404,1413,0,brown,7,0,0,0
22193,3055,0,blue,2xl,2,0,1.5
8361,1412,0,cream,large,0,0,0
8408,1413,0,brown,9,0,0,0
8335,1408,0,black,small,0,0,0
8399,1413,0,red,8.5,0,0,0
8321,1406,0,"",2xl,0,0,1
8349,1411,0,"",large,0,0,0
8320,1406,0,"",xl,0,0,1
8347,1411,0,"",small,0,0,0
8319,1406,0,"",large,0,0,0
8360,1412,0,cream,medium,0,0,0
8359,1412,0,cream,small,0,0,0
8358,1412,0,tan,large,0,0,0
8407,1413,0,brown,8.5,0,0,0
8357,1412,0,tan,medium,0,0,0
8318,1406,0,"",medium,0,0,0
8402,1413,0,brown,6,0,0,0
8317,1406,0,"",small,0,0,0
8339,1409,0,"",medium,0,0,0
8398,1413,0,red,8,0,0,0
8397,1413,0,red,7.5,0,0,0
8396,1413,0,red,7,0,0,0
8401,1413,0,red,10,0,0,0
8395,1413,0,red,6.5,0,0,0
8481,1419,0,"",small,0,0,0
8499,1385,0,purple,small,0,0,0
8477,1418,0,"",large,0,0,0
8413,1413,0,grey,7.5,0,0,0
8436,1414,0,tan,7,0,0,0
8414,1413,0,grey,8,0,0,0
8424,1414,0,grey,9,0,0,0
8504,1385,0,tan,large,0,0,0
8469,1293,0,green,small,0,0,0
8510,1299,0,grey,2xl,0,0,0
8503,1385,0,tan,medium,0,0,0
8430,1414,0,brown,8,0,0,0
8508,1299,0,grey,xl,0,0,0
8422,1414,0,grey,8,0,0,0
8432,1414,0,brown,9,0,0,0
8437,1414,0,tan,7.5,0,0,0
8458,1298,0,"",medium,0,0,0
8416,1413,0,grey,9,0,0,0
8517,1299,0,black,xl,0,0,0
8428,1414,0,brown,7,0,0,0
8427,1414,0,brown,6.5,0,0,0
8457,1298,0,"",small,0,0,0
8425,1414,0,grey,10,0,0,0
8438,1414,0,tan,8,0,0,0
8476,1418,0,"",medium,0,0,0
8516,1299,0,white,2xl,0,0,0
8429,1414,0,brown,7.5,0,0,0
8426,1414,0,brown,6,0,0,0
8466,1293,0,red,small,0,0,0
8441,1414,0,tan,10,0,0,0
8512,1299,0,tan,1xl,0,0,0
8440,1414,0,tan,9,0,0,0
8431,1414,0,brown,8.5,0,0,0
8423,1414,0,grey,8.5,0,0,0
8462,1305,0,"",large,0,0,0
8479,1418,0,"",2xl,0,0,0
8464,1417,0,"",1xl,0,0,0
8478,1418,0,"",xl,0,0,0
8475,1418,0,"",small,0,0,0
21362,2955,0,navy,small,0,0,0
8421,1414,0,grey,7.5,0,0,0
8450,1415,0,"",10,0,0,0
8471,1293,0,green,large,0,0,0
20115,2804,0,tan,3xl,2,0,1
8513,1299,0,tan,2xl,0,0,0
8474,1293,0,black,large,0,0,0
8449,1415,0,"",9,0,0,0
8511,1299,0,tan,xl,0,0,0
8420,1414,0,grey,7,0,0,0
8412,1413,0,grey,7,0,0,0
8433,1414,0,brown,10,0,0,0
8515,1299,0,white,1xl,0,0,0
8434,1414,0,tan,6,0,0,0
8447,1415,0,"",8,0,0,0
8505,1385,0,green,small,0,0,0
8415,1413,0,grey,8.5,0,0,0
8500,1385,0,purple,medium,0,0,0
8501,1385,0,purple,large,0,0,0
8444,1415,0,"",6.5,0,0,0
8468,1293,0,red,large,0,0,0
8417,1413,0,grey,10,0,0,0
8445,1415,0,"",7,0,0,0
8418,1414,0,grey,6,0,0,0
8483,1419,0,"",large,0,0,0
8459,1298,0,"",large,0,0,0
8509,1299,0,grey,1xl,0,0,0
8502,1385,0,tan,small,0,0,0
8473,1293,0,black,medium,0,0,0
8472,1293,0,black,small,0,0,0
8443,1415,1,"",6,0,0,0
8518,1299,0,black,1xl,0,0,0
8506,1385,0,green,medium,0,0,0
8435,1414,0,tan,6.5,0,0,0
8514,1299,0,white,xl,0,0,0
8467,1293,0,red,medium,0,0,0
21361,2955,0,ivory,large,1,0,0
21360,2955,0,ivory,medium,1,0,0
8470,1293,0,green,medium,0,0,0
8442,1415,0,"",5.5,0,0,0
8448,1415,0,"",8.5,0,0,0
8465,1417,0,"",2xl,0,0,0
8484,1419,0,"",xl,0,0,0
8419,1414,0,grey,6.5,0,0,0
8463,1417,0,"",xl,0,0,0
8461,1305,0,"",medium,0,0,0
8507,1385,0,green,large,0,0,0
8460,1305,0,"",small,0,0,0
8485,1419,0,"",2xl,0,0,0
8439,1414,0,tan,8.5,0,0,0
8456,1416,0,rust,2xl,0,0,0
8446,1415,0,"",7.5,0,0,0
8480,1418,0,"",3xl,0,0,0
8486,1419,0,"",3xl,0,0,0
8482,1419,0,"",medium,0,0,0
8455,1416,0,rust,1xl,0,0,0
8552,1426,0,blue,large,0,0,0
8557,1426,0,black,medium,0,0,0
8589,1429,0,red,small,0,0,0
8554,1426,0,red,medium,0,0,0
8588,1428,0,teal,large,0,0,0
8587,1428,0,teal,medium,0,0,0
8598,1429,0,white,small,0,0,0
8596,1429,0,blue,medium,0,0,0
8528,1423,0,olive,large,0,0,0
8520,1422,0,"",s,0,0,0
8521,1422,0,"",m,0,0,0
8522,1422,0,"",l,0,0,0
8578,1428,0,black,medium,0,0,0
8545,1425,0,green,medium,0,0,0
8559,1426,0,green,small,0,0,0
8595,1429,0,blue,small,0,0,0
8555,1426,0,red,large,0,0,0
8586,1428,0,teal,small,0,0,0
8575,1427,0,green,medium,0,0,0
8519,1299,0,black,2xl,0,0,0
8585,1428,0,white,large,0,0,0
8594,1429,0,grey,large,0,0,0
8593,1429,0,grey,medium,0,0,0
8571,1427,0,blue,small,0,0,0
8534,1424,0,red,large,0,0,0
8561,1426,0,green,large,0,0,0
8526,1423,0,olive,small,0,0,0
8573,1427,0,blue,large,0,0,0
8546,1425,0,green,large,0,0,0
8564,1426,0,tan,large,0,0,0
8567,1427,0,black,large,0,0,0
8592,1429,0,grey,small,0,0,0
8591,1429,0,red,large,0,0,0
8540,1425,0,black,large,0,0,0
8563,1426,0,tan,medium,0,0,0
8562,1426,0,tan,small,0,0,0
8541,1425,0,blue,small,0,0,0
8549,1425,0,tan,large,0,0,0
8558,1426,0,black,large,0,0,0
8584,1428,0,white,medium,0,0,0
8553,1426,0,red,small,0,0,0
8535,1425,0,red,small,0,0,0
8572,1427,0,blue,medium,0,0,0
8544,1425,0,green,small,0,0,0
8565,1427,0,black,small,0,0,0
8533,1424,0,red,medium,0,0,0
8543,1425,0,blue,large,0,0,0
8090,1376,0,olive,S/M,0,0,0
8548,1425,0,tan,medium,0,0,0
8577,1428,0,black,small,0,0,0
8583,1428,0,white,small,0,0,0
8597,1429,0,blue,large,0,0,0
8537,1425,0,red,large,0,0,0
8590,1429,0,red,medium,0,0,0
8570,1427,0,red,large,0,0,0
8569,1427,0,red,medium,0,0,0
8568,1427,0,red,small,0,0,0
8539,1425,0,black,medium,0,0,0
8582,1428,0,grey,large,0,0,0
8527,1423,0,olive,medium,0,0,0
8525,1423,0,wine,large,0,0,0
8542,1425,0,blue,medium,0,0,0
8536,1425,0,red,medium,0,0,0
8566,1427,0,black,medium,0,0,0
8560,1426,0,green,medium,0,0,0
8574,1427,0,green,small,0,0,0
8524,1423,0,wine,medium,0,0,0
8547,1425,0,tan,small,0,0,0
8576,1427,0,green,large,0,0,0
22006,3030,0,mint,small,1,0,0
8523,1423,0,wine,small,0,0,0
8556,1426,0,black,small,0,0,0
22004,3030,0,cream,large,1,0,0
7761,1343,0,tan,small,0,0,0
8581,1428,0,grey,medium,0,0,0
8538,1425,0,black,small,0,0,0
8550,1426,0,blue,small,0,0,0
8580,1428,0,grey,small,0,0,0
8532,1424,0,red,small,0,0,0
8531,1424,0,green,large,0,0,0
8530,1424,0,green,medium,0,0,0
8529,1424,0,green,small,0,0,0
8579,1428,0,black,large,0,0,0
21740,2996,0,"",large,1,0,0
22003,3030,0,cream,medium,1,0,0
21739,2996,0,"",medium,1,0,0
8551,1426,0,blue,medium,0,0,0
21738,2996,0,"",small,0,0,0
20647,2868,0,cream,medium,0,0,0
22002,3030,0,cream,small,1,0,0
22005,3030,0,mint,xs,0,0,0
8655,1436,0,teal,small,0,0,0
8623,1434,0,grey,medium,0,0,0
20738,2879,0,red,medium,0,0,0
8613,1433,0,blue,small,0,0,0
8602,1431,0,"",medium,0,0,0
8654,1436,0,hunter,large,0,0,0
8653,1436,0,hunter,medium,0,0,0
8639,1435,0,berry,large,0,0,0
8638,1435,0,berry,medium,0,0,0
8629,1435,0,grey,medium,0,0,0
8652,1436,0,hunter,small,0,0,0
8624,1434,0,grey,large,0,0,0
5253,987,0,white,small,0,0,0
8617,1433,0,blush,medium,0,0,0
8637,1435,0,berry,small,0,0,0
8636,1435,0,tan,large,0,0,0
8599,1429,0,white,medium,0,0,0
8601,1431,0,"",small,0,0,0
8651,1436,0,wine,large,0,0,0
8650,1436,0,wine,medium,0,0,0
8633,1435,0,green,large,0,0,0
8618,1433,0,blush,large,0,0,0
8615,1433,0,blue,large,0,0,0
8649,1436,0,wine,small,0,0,0
8648,1436,0,navy,large,0,0,0
8647,1436,0,navy,medium,0,0,0
8612,1432,0,red,large,0,0,0
5257,987,0,black,medium,0,0,0
8632,1435,0,green,medium,0,0,0
5255,987,0,white,large,0,0,0
8630,1435,0,grey,large,0,0,0
8646,1436,0,navy,small,0,0,0
8645,1436,0,rust,large,0,0,0
8644,1436,0,rust,medium,0,0,0
8643,1436,0,rust,small,0,0,0
8634,1435,0,tan,small,0,0,0
8642,1436,0,black,large,0,0,0
8614,1433,0,blue,medium,0,0,0
8641,1436,0,black,medium,0,0,0
20736,2879,0,black,large,1,0,0
20735,2879,0,black,medium,0,0,0
8610,1432,0,red,small,0,0,0
8635,1435,0,tan,medium,0,0,0
5254,987,0,white,medium,0,0,0
8600,1429,0,white,large,0,0,0
8609,1432,0,blue,large,0,0,0
22007,3030,0,mint,medium,1,0,0
8628,1435,0,grey,small,0,0,0
21359,2955,0,ivory,small,0,0,0
8627,1435,0,rust,large,0,0,0
8619,1434,0,tan,small,0,0,0
8626,1435,0,rust,medium,0,0,0
8660,1436,0,purple,large,0,0,0
8605,1431,0,"",2xl,0,0,0
8625,1435,0,rust,small,0,0,0
8604,1431,0,"",xl,0,0,0
8620,1434,0,tan,medium,0,0,0
8621,1434,0,tan,large,0,0,0
20734,2879,0,black,small,0,0,0
8659,1436,0,purple,medium,0,0,0
21747,2997,0,tan,small,0,0,0
8640,1436,0,black,small,0,0,0
21749,2997,0,tan,large,1,0,0
22196,3055,0,green,large,1,0,0
8603,1431,0,"",large,0,0,0
8658,1436,0,purple,small,0,0,0
5256,987,0,black,small,0,0,0
22195,3055,0,green,medium,1,0,0
8616,1433,0,blush,small,0,0,0
8657,1436,0,teal,large,0,0,0
8606,1431,0,"",3xl,0,0,0
8631,1435,0,green,small,0,0,0
8622,1434,0,grey,small,0,0,0
8656,1436,0,teal,medium,0,0,0
22008,3030,0,mint,large,1,0,0
8607,1432,0,blue,small,0,0,0
21741,2997,0,black,small,0,0,0
20742,2879,0,green,large,1,0,0
20737,2879,0,red,small,0,0,0
8608,1432,0,blue,medium,0,0,0
21743,2997,0,black,large,1,0,0
21746,2997,0,mint,large,1,0,0
8611,1432,0,red,medium,0,0,0
20739,2879,0,red,large,1,0,0
20741,2879,0,green,medium,0,0,0
20740,2879,0,green,small,0,0,0
22197,3055,0,green,xl,1,0,1.5
21748,2997,0,tan,medium,1,0,0
21744,2997,0,mint,small,0,0,0
22198,3055,0,green,1xl,2,0,1.5
8738,1445,0,yellow,large,0,0,0
8708,1442,0,tan,large,0,0,0
8744,1446,0,black,large,0,0,0
8715,1443,0,grey,small,0,0,0
8694,1440,0,tan,small,0,0,0
21367,2956,0,blue,large,0,0,0
20750,2880,0,cream,medium,1,0,0
8726,1444,0,green,large,0,0,0
20743,2880,0,blush,small,0,0,0
8701,1441,0,wine,medium,0,0,0
8664,1437,0,green,small,0,0,0
8681,1439,0,white,large,0,0,0
8674,1438,0,tan,medium,0,0,0
8679,1439,0,white,small,0,0,0
8672,1438,0,black,large,0,0,0
8698,1440,0,blush,medium,0,0,0
8665,1437,0,green,medium,0,0,0
8673,1438,0,tan,small,0,0,0
8676,1439,0,black,small,0,0,0
8704,1441,0,grey,medium,0,0,0
8751,1446,0,plum,small,0,0,0
8728,1444,0,yellow,medium,0,0,0
8666,1437,0,green,large,0,0,0
8749,1446,0,red,medium,0,0,0
8699,1440,0,blush,large,0,0,0
8741,1445,0,red,large,0,0,0
8737,1445,0,yellow,medium,0,0,0
8706,1442,0,tan,small,0,0,0
8740,1445,0,red,medium,0,0,0
8695,1440,0,tan,medium,0,0,0
8669,1437,0,purple,large,0,0,0
8671,1438,0,black,medium,0,0,0
8661,1436,0,mustard,small,0,0,0
8735,1445,0,navy,large,0,0,0
8733,1445,0,navy,small,0,0,0
8716,1443,0,grey,medium,0,0,0
8702,1441,0,wine,large,0,0,0
8675,1438,0,tan,large,0,0,0
8718,1444,0,black,small,0,0,0
8714,1443,0,red,large,0,0,0
8724,1444,0,green,small,0,0,0
8743,1446,0,black,medium,0,0,0
8746,1446,0,bronze,medium,0,0,0
8705,1441,0,grey,large,0,0,0
8709,1442,0,grey,small,0,0,0
20746,2880,0,mint,small,0,0,0
8750,1446,0,red,large,0,0,0
8697,1440,0,blush,small,0,0,0
8719,1444,0,black,medium,0,0,0
8742,1446,0,black,small,0,0,0
8678,1439,0,black,large,0,0,0
8663,1436,0,mustard,large,0,0,0
8693,1440,0,cream,large,0,0,0
8717,1443,0,grey,large,0,0,0
8732,1445,0,black,large,0,0,0
8723,1444,0,red,large,0,0,0
8662,1436,0,mustard,medium,0,0,0
8691,1440,0,cream,small,0,0,0
8692,1440,0,cream,medium,0,0,0
20749,2880,0,cream,small,0,0,0
8712,1443,0,red,small,0,0,0
8700,1441,0,wine,small,0,0,0
8734,1445,0,navy,medium,0,0,0
8703,1441,0,grey,small,0,0,0
8710,1442,0,grey,medium,0,0,0
8707,1442,0,tan,medium,0,0,0
8677,1439,0,black,medium,0,0,0
8729,1444,0,yellow,large,0,0,0
8713,1443,0,red,medium,0,0,0
8668,1437,0,purple,medium,0,0,0
8725,1444,0,green,medium,0,0,0
8720,1444,0,black,large,0,0,0
8727,1444,0,yellow,small,0,0,0
8745,1446,0,bronze,small,0,0,0
8748,1446,0,red,small,0,0,0
8680,1439,0,white,medium,0,0,0
8667,1437,0,purple,small,0,0,0
8722,1444,0,red,medium,0,0,0
8739,1445,0,red,small,0,0,0
8721,1444,0,red,small,0,0,0
8747,1446,0,bronze,large,0,0,0
8696,1440,0,tan,large,0,0,0
8711,1442,0,grey,large,0,0,0
8736,1445,0,yellow,small,0,0,0
8670,1438,0,black,small,0,0,0
20745,2880,0,blush,large,2,0,0
20748,2880,0,mint,large,2,0,0
20744,2880,0,blush,medium,1,0,0
20751,2880,0,cream,large,2,0,0
8815,1453,0,red,M/L,0,0,0
8765,1447,0,teal,3xl,0,0,0
8829,1454,0,red,large,0,0,0
8775,1448,0,teal,small,0,0,0
8760,1447,0,wine,1xl,0,0,0
8776,1448,0,teal,medium,0,0,0
8797,1451,0,tan,medium,0,0,0
8784,1450,0,blue,large,0,0,0
8779,1450,0,red,medium,0,0,0
8785,1450,0,blue,xl,0,0,0
8805,1452,0,grey,medium,0,0,0
8756,1447,0,black,3xl,0,0,0
8799,1451,0,tan,xl,0,0,0
8781,1450,0,red,xl,0,0,0
8813,1453,0,olive,M/L,0,0,0
8754,1447,0,black,1xl,0,0,0
8772,1448,0,red,small,0,0,0
8769,1448,0,olive,small,0,0,0
8835,1455,0,"",6,0,0,0
8819,1454,0,black,large,0,0,0
8838,1456,0,"",4,0,0,0
8809,1452,0,olive,large,0,0,0
8798,1451,0,tan,large,0,0,0
8770,1448,0,olive,medium,0,0,0
8828,1454,0,red,medium,0,0,0
8758,1447,0,olive,2xl,0,0,0
8825,1454,0,green,xl,0,0,0
8777,1448,0,teal,large,0,0,0
8824,1454,0,green,large,0,0,0
8808,1452,0,olive,medium,0,0,0
8818,1454,0,black,medium,0,0,0
8804,1452,0,grey,small,0,0,0
8780,1450,0,red,large,0,0,0
8759,1447,0,olive,3xl,0,0,0
8782,1450,0,blue,small,0,0,0
8803,1451,0,olive,xl,0,0,0
8840,1456,0,"",6,0,0,0
8764,1447,0,teal,2xl,0,0,0
8762,1447,0,wine,3xl,0,0,0
8810,1453,0,navy,S/M,0,0,0
8834,1455,0,"",5,0,0,0
8766,1448,0,purple,small,0,0,0
8807,1452,0,olive,small,0,0,0
8753,1446,0,plum,large,0,0,0
8796,1451,0,tan,small,0,0,0
8752,1446,0,plum,medium,0,0,0
8816,1454,0,black,xs,0,0,0
8843,1457,0,"",4,0,0,0
8790,1449,0,charcoal,S/M,0,0,0
8827,1454,0,red,small,0,0,0
8837,1456,0,"",3t,0,0,0
8755,1447,0,black,2xl,0,0,0
8836,1456,0,"",2t,0,0,0
8773,1448,0,red,medium,0,0,0
